taxon_id,scientific_name,family,kingdom,temp_min_c,temp_max_c,rainfall_min_mm_year,rainfall_max_mm_year,ph_min,ph_max,uses,growth_form_uri,plant_form_uri,soil_depth,soil_texture_uri,source
289,Abelmoschus esculentus,Malvaceae,Archaeplastida,20,30,600,1200,5.5,7,lipids/oil & fats,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,50,http://purl.obolibrary.org/obo/FLOPO_0980071,FAO ECOCROP-derived DwC-A measurement data
290,Abelmoschus manihot,Malvaceae,Archaeplastida,22,30,1200,2000,5.5,7,ornamental/turf,,http://purl.obolibrary.org/obo/FLOPO_0900034,150,,FAO ECOCROP-derived DwC-A measurement data
291,Abelmoschus moschatus,Malvaceae,Archaeplastida,20,30,1000,1400,5.5,7,ornamental/turf,http://eol.org/schema/terms/multipleStems,http://eol.org/schema/terms/subshrub,150,,FAO ECOCROP-derived DwC-A measurement data
295,Acacia auriculiformis,Leguminosae,Archaeplastida,24,32,1200,2500,6,8,fuelwood | non-vertebrate livestock | ornamental/turf | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
297,Acacia farnesiana,Leguminosae,Archaeplastida,20,32,400,1400,6.5,7,fuelwood | mammals | ornamental/turf | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
298,Acacia holosericea,Leguminosae,Archaeplastida,24,32,600,1200,5.5,7.5,fuelwood | ornamental/turf | shade & shelter,http://eol.org/schema/terms/singleStem,https://www.wikidata.org/entity/Q757163,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
299,Acacia mellifera,Leguminosae,Archaeplastida,,,,,,,,,,,,FAO ECOCROP-derived DwC-A measurement data
318,Adenanthera pavonina,Leguminosae,Archaeplastida,22,28,3000,5000,5,7,fuelwood | mammals | manure/fertilizer | ornamental/turf | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
326,Aeschynomene americana,Leguminosae,Archaeplastida,22,30,1000,1500,5.5,7,,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900034,50,,FAO ECOCROP-derived DwC-A measurement data
329,Agathis australis,Araucariaceae,Archaeplastida,14,24,1200,1600,4.8,5.5,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
331,Agathis macrophylla,Araucariaceae,Archaeplastida,22,32,4000,5000,4.5,6,pioneer,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
333,Agathis robusta,Araucariaceae,Archaeplastida,18,30,1500,3000,5.5,7,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
339,Agave sisalana,Agavaceae,Archaeplastida,15,27,900,1250,6,7.5,agroforestry,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
347,Albizia falcataria,Leguminosae,Archaeplastida,22,31,2000,4000,5.5,7.3,fuelwood | ornamental/turf | revegetation,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
349,Albizia lebbeck,Leguminosae,Archaeplastida,26,36,600,2000,6,7,fuelwood | manure/fertilizer | ornamental/turf | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
350,Albizia procera,Leguminosae,Archaeplastida,20,33,1500,2500,5.5,6.5,firebreaks | fuelwood | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
352,Albizia stipulata,Leguminosae,Archaeplastida,22,34,2000,2400,5.5,6.5,shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
353,Aleurites fordii,Euphorbiaceae,Archaeplastida,17,22,1000,1200,6,7,lipids/oil & fats | manure/fertilizer | petroleum substitutes/alcohol,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
354,Aleurites moluccana,Euphorbiaceae,Archaeplastida,18,28,1000,1800,5,8,fuelwood | lipids/oil & fats | mammals | manure/fertilizer | ornamental/turf | petroleum substitutes/alcohol | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
355,Aleurites montana,Euphorbiaceae,Archaeplastida,25,30,1500,2100,5,6.5,lipids/oil & fats | manure/fertilizer | petroleum substitutes/alcohol,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
363,Allium ampeloprasum,Alliaceae,Archaeplastida,18,24,750,1000,6,6.5,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,,FAO ECOCROP-derived DwC-A measurement data
364,Allium cepa,Alliaceae,Archaeplastida,12,25,350,600,6,7,,,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980072,FAO ECOCROP-derived DwC-A measurement data
365,Allium fistulosum,Alliaceae,Archaeplastida,12,25,850,1600,6.6,7.4,,,http://purl.obolibrary.org/obo/FLOPO_0900037,150,,FAO ECOCROP-derived DwC-A measurement data
367,Allium sativum,Alliaceae,Archaeplastida,18,30,750,1600,6,6.6,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980072,FAO ECOCROP-derived DwC-A measurement data
379,Alstonia scholaris,Apocynaceae,Archaeplastida,22,28,1200,3000,5.5,6.5,fuelwood | ornamental/turf,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
390,Amaranthus cruentus,Amaranthaceae,Archaeplastida,22,28,2000,2400,5.5,7,non-wood fuel | ornamental/turf,,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980071,FAO ECOCROP-derived DwC-A measurement data
391,Amaranthus,Amaranthaceae,Archaeplastida,19,30,1100,1400,5.5,7.5,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980071,FAO ECOCROP-derived DwC-A measurement data
400,Amorphophallus paeoniifolius,Palmae,Archaeplastida,28,35,1000,1500,5.5,6.2,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
401,Anacardium occidentale,Anacardiaceae,Archaeplastida,15,35,750,1600,4.5,6.5,fuelwood | lipids/oil & fats | shade & shelter,http://eol.org/schema/terms/singleStem,https://www.wikidata.org/entity/Q757163,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
402,Ananas comosus,Bromeliaceae,Archaeplastida,21,30,800,2500,4.5,8,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
411,Annona muricata,Annonaceae,Archaeplastida,20,30,1200,2200,5.5,6.5,agroforestry | fish | mites/arachnids | molluscs,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
412,Annona reticulata,Annonaceae,Archaeplastida,23,27,1200,1400,5,7.5,insects,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
414,Annona squamosa,Annonaceae,Archaeplastida,23,30,800,1200,7,8,agroforestry | insects | lipids/oil & fats,http://eol.org/schema/terms/singleStem,https://www.wikidata.org/entity/Q757163,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
418,Anthocephalus chinensis,,Archaeplastida,22,35,1800,2600,5.5,6.5,fuelwood | ornamental/turf | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
431,Apium graveolens,Umbelliferae,Archaeplastida,15,21,700,1300,6,6.8,,,http://purl.obolibrary.org/obo/FLOPO_0900037,50,http://purl.obolibrary.org/obo/FLOPO_0980072,FAO ECOCROP-derived DwC-A measurement data
432,Apium graveolens var. dulce,Umbelliferae,Archaeplastida,18,25,1000,1300,5.8,6.8,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,,FAO ECOCROP-derived DwC-A measurement data
443,Araucaria cunninghamii,Araucariaceae,Archaeplastida,18,28,1000,2000,5,6.5,ornamental/turf,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
449,Areca catechu,Palmae,Archaeplastida,16,33,1500,3000,5.5,6,agroforestry | ornamental/turf,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
459,Artocarpus heterophyllus,Moraceae,Archaeplastida,20,30,1500,3000,5.5,7.5,fuelwood | nutritional applications | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
465,Arundo donax,Gramineae,Archaeplastida,,,,,,,,,http://purl.obolibrary.org/obo/FLOPO_0900036,,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
468,Asparagus officinalis,Asparagaceae,Archaeplastida,15,30,800,1200,6,6.7,,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
478,Asystasia gangetica,Acanthaceae,Archaeplastida,23,28,1000,1500,4,4.5,erosion control,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900037,50,http://purl.obolibrary.org/obo/FLOPO_0980071,FAO ECOCROP-derived DwC-A measurement data
481,Avena sativa,Gramineae,Archaeplastida,16,20,600,1000,5,6,non-wood fuel,,http://purl.obolibrary.org/obo/FLOPO_0900036,150,http://purl.obolibrary.org/obo/FLOPO_0980071,FAO ECOCROP-derived DwC-A measurement data
482,Averrhoa bilimbi,Oxalidaceae,Archaeplastida,23,30,1200,2300,5.5,6.5,agroforestry | fuelwood,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
483,Averrhoa carambola,Oxalidaceae,Archaeplastida,24,30,1200,2000,5.5,6.5,,http://eol.org/schema/terms/singleStem,https://www.wikidata.org/entity/Q757163,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
485,Axonopus compressus,,Archaeplastida,23,30,1000,4000,5.5,6,erosion control | ornamental/turf,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900036,50,,FAO ECOCROP-derived DwC-A measurement data
493,Bambusa vulgaris,Gramineae,Archaeplastida,22,28,1200,2500,5,6,shade & shelter,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900036,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
501,Barringtonia racemosa,Lecythidaceae,Archaeplastida,160,28,500,1500,5.5,7,fuelwood | mammals | ornamental/turf,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
504,Basella alba,Basellaceae,Archaeplastida,23,27,2000,2500,5.5,7,,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900037,50,,FAO ECOCROP-derived DwC-A measurement data
505,Basella rubra,Basellaceae,Archaeplastida,23,27,2000,2500,5.5,7,ornamental/turf,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900037,50,,FAO ECOCROP-derived DwC-A measurement data
508,Bauhinia variegata,Leguminosae,Archaeplastida,12,38,600,2200,5.5,7,fuelwood | lipids/oil & fats | ornamental/turf,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
513,Benincasa hispida,Cucurbitaceae,Archaeplastida,24,30,400,800,5.6,6.8,lipids/oil & fats,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980071,FAO ECOCROP-derived DwC-A measurement data
514,Beta vulgaris,Chenopodiaceae,Archaeplastida,15,25,600,800,6,7,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980072,FAO ECOCROP-derived DwC-A measurement data
517,Bidens pilosa,Compositae,Archaeplastida,17,32,800,2500,4.5,8,ornamental/turf,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900037,150,,FAO ECOCROP-derived DwC-A measurement data
520,Bixa orellana,,Archaeplastida,20,28,1500,2000,5.5,7.5,agroforestry | ornamental/turf,http://eol.org/schema/terms/singleStem,https://www.wikidata.org/entity/Q757163,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
530,Bothriochloa bladhii,Gramineae,Archaeplastida,15,28,750,1200,6,8,erosion control,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900036,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
536,Brachiaria brizantha,Gramineae,Archaeplastida,25,35,750,2500,5,6,erosion control | ornamental/turf,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900036,50,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
537,Brachiaria decumbens,Gramineae,Archaeplastida,25,35,1500,1800,5,6,erosion control,,http://purl.obolibrary.org/obo/FLOPO_0900036,50,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
538,Brachiaria humidicola,Gramineae,Archaeplastida,32,35,1500,2000,5,6,erosion control,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900036,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
539,Brachiaria miliiformis,Gramineae,Archaeplastida,24,30,1700,2000,5.5,6,,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900036,deep (>>150 cm),,FAO ECOCROP-derived DwC-A measurement data
540,Brachiaria mutica,Gramineae,Archaeplastida,21,30,1200,2000,5,6,,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900036,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
543,Brachiaria ruziziensis,Gramineae,Archaeplastida,25,33,1000,2000,5.5,6.5,pioneer,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900036,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
545,Brachychiton populneus,Sterculiaceae,Archaeplastida,25,32,450,750,7,8,fuelwood | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
547,Brassica chinensis,Cruciferae,Archaeplastida,12,22,800,1600,6,7.5,lipids/oil & fats,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,,FAO ECOCROP-derived DwC-A measurement data
548,Brassica juncea,Cruciferae,Archaeplastida,15,28,700,2400,5.5,6.5,lipids/oil & fats,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,50,http://purl.obolibrary.org/obo/FLOPO_0980071,FAO ECOCROP-derived DwC-A measurement data
549,Brassica napus,Cruciferae,Archaeplastida,15,25,500,1000,6.5,7.6,lipids/oil & fats | petroleum substitutes/alcohol,,http://purl.obolibrary.org/obo/FLOPO_0900037,150,,FAO ECOCROP-derived DwC-A measurement data
550,Brassica nigra,Cruciferae,Archaeplastida,10,25,600,1400,6,7,lipids/oil & fats,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980071,FAO ECOCROP-derived DwC-A measurement data
551,Allium cepa var. cepa,Alliaceae,Archaeplastida,12,25,350,600,6,7,agroforestry,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,,FAO ECOCROP-derived DwC-A measurement data
553,Brassica oleracea var. botrytis,Cruciferae,Archaeplastida,10,25,600,1100,6,7,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980072,FAO ECOCROP-derived DwC-A measurement data
554,Brassica oleracea var. capitata,Cruciferae,Archaeplastida,15,24,500,1000,6,7.5,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,50,http://purl.obolibrary.org/obo/FLOPO_0980072,FAO ECOCROP-derived DwC-A measurement data
555,Brassica oleracea var. gemmifera,Cruciferae,Archaeplastida,12,20,900,1600,6,7,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,,FAO ECOCROP-derived DwC-A measurement data
556,Brassica oleracea var. italica,Cruciferae,Archaeplastida,15,24,900,1500,6,6.8,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980072,FAO ECOCROP-derived DwC-A measurement data
565,Broussonetia papyrifera,Moraceae,Archaeplastida,15,28,800,2500,5,7.5,ornamental/turf,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
576,Cajanus cajan,Leguminosae,Archaeplastida,18,38,600,1500,5,7,charcoal | windbreak,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900034,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
588,Calophyllum inophyllum,Guttiferae,Archaeplastida,28,35,2000,4000,5.5,7,lipids/oil & fats | non-wood fuel | ornamental/turf | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,50,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
594,Allium tuberosum,Alliaceae,Archaeplastida,10,20,850,2200,6,6.8,,,http://purl.obolibrary.org/obo/FLOPO_0900037,50,,FAO ECOCROP-derived DwC-A measurement data
595,Calopogonium caeruleum,Leguminosae,Archaeplastida,18,25,1000,2000,4.5,5.5,erosion control | soil improvers,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900035,50,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
596,Calopogonium mucunoides,Leguminosae,Archaeplastida,24,32,1300,2500,4.5,5.7,erosion control | soil improvers,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900035,50,,FAO ECOCROP-derived DwC-A measurement data
599,Camellia sinensis,Theaceae,Archaeplastida,20,30,1400,2000,4.5,5.5,lipids/oil & fats,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900034,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
601,Campnosperma brevipetiolata,Anacardiaceae,Archaeplastida,28,34,3000,4000,5,6,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
603,Cananga odorata,Annonaceae,Archaeplastida,20,30,1500,2000,5,6.5,agroforestry | ornamental/turf,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,50,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
606,Canarium indicum,Burseraceae,Archaeplastida,22,28,2000,4000,6,7.5,fuelwood | lipids/oil & fats | ornamental/turf | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
609,Canavalia ensiformis,Leguminosae,Archaeplastida,20,28,800,2000,5,6,erosion control | mammals | soil improvers,http://eol.org/schema/terms/multipleStems,,150,,FAO ECOCROP-derived DwC-A measurement data
612,Canna indica,Cannaceae,Archaeplastida,12,32,1000,4500,5.5,7.5,,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
618,Capsicum annuum,Solanaceae,Archaeplastida,17,30,600,1250,5.5,6.8,,,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980071,FAO ECOCROP-derived DwC-A measurement data
621,Capsicum frutescens,Solanaceae,Archaeplastida,18,30,600,1500,5.5,6.8,,http://eol.org/schema/terms/multipleStems,http://eol.org/schema/terms/subshrub,50,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
630,Carica papaya,Caricaceae,Archaeplastida,21,30,1500,2500,5.5,7,agroforestry | smoking material | stabiliser,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900037,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
633,Casimiroa edulis,Rutaceae,Archaeplastida,18,26,1500,3000,7,7.5,ornamental/turf,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
634,Cassia alata,Leguminosae,Archaeplastida,23,29,1500,2500,5.5,6.5,mammals,http://eol.org/schema/terms/multipleStems,,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
635,Cassia fistula,Leguminosae,Archaeplastida,18,30,1000,2000,6,7,ornamental/turf,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,150,http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
639,Cassia occidentalis,Leguminosae,Archaeplastida,22,28,1000,1700,6,7,mammals | ornamental/turf,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900034,150,,FAO ECOCROP-derived DwC-A measurement data
644,Castilla elastica,Moraceae,Archaeplastida,23,30,2300,2700,5,6,,http://eol.org/schema/terms/multipleStems,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
646,Casuarina equisetifolia,Casuarinaceae,Archaeplastida,20,35,700,3500,5,6.5,erosion control | fuelwood | ornamental/turf,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
648,Casuarina oligodon,Casuarinaceae,Archaeplastida,22,28,2200,2600,5.5,6.5,erosion control | fuelwood,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
652,Catharanthus roseus,Apocynaceae,Archaeplastida,20,30,1000,1200,6,7,ornamental/turf,http://eol.org/schema/terms/multipleStems,http://eol.org/schema/terms/subshrub,150,,FAO ECOCROP-derived DwC-A measurement data
656,Cedrela odorata,Meliaceae,Archaeplastida,22,32,1000,2500,6,7,fuelwood | ornamental/turf | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
658,Ceiba pentandra,Bombacaceae,Archaeplastida,17,38,1500,2500,5.5,6.5,lipids/oil & fats | shade & shelter,http://eol.org/schema/terms/singleStem,http://purl.obolibrary.org/obo/FLOPO_0900033,deep (>>150 cm),http://purl.obolibrary.org/obo/FLOPO_0980073,FAO ECOCROP-derived DwC-A measurement data
660,Celosia argentea,Amaranthaceae,Archaeplastida,25,30,1500,2500,6,6.5,,,http://purl.obolibrary.org/obo/FLOPO_0900037,150,http://purl.obolibrary.org/obo/FLOPO_0980071,FAO ECOCROP-derived DwC-A measurement data
